season,game_no,player_name,shirt_no,role,on_for,off_for
1933/34,28,Bell,9,starter,,
1933/34,28,Woodward,10,starter,,
1933/34,28,Urmson,11,starter,,
1933/34,29,Gray,1,starter,,
1933/34,29,Dawson,2,starter,,
1933/34,29,Lewis,3,starter,,
1933/34,29,Meacock,4,starter,,
1933/34,29,Thomas,5,starter,,
1933/34,29,Spencer R,6,starter,,
1933/34,29,Hunt,7,starter,,
1933/34,29,Watts,8,starter,,
1933/34,29,Bell,9,starter,,
1933/34,29,Woodward,10,starter,,
1933/34,29,Urmson,11,starter,,
1933/34,30,Gray,1,starter,,
1933/34,30,Dodd,2,starter,,
1933/34,30,Platt,3,starter,,
1933/34,30,Barton,4,starter,,
1933/34,30,Thomas,5,starter,,
1933/34,30,Glasper,6,starter,,
1933/34,30,Hunt,7,starter,,
1933/34,30,Meacock,8,starter,,
1933/34,30,Bell,9,starter,,
1933/34,30,Woodward,10,starter,,
1933/34,30,Urmson,11,starter,,
1933/34,31,Gray,1,starter,,
1933/34,31,Dodd,2,starter,,
1933/34,31,Dawson,3,starter,,
1933/34,31,Barton,4,starter,,
1933/34,31,Fishwick,5,starter,,
1933/34,31,Glasper,6,starter,,
1933/34,31,Hunt,7,starter,,
1933/34,31,Spencer E,8,starter,,
1933/34,31,Bell,9,starter,,
1933/34,31,Woodward,10,starter,,
1933/34,31,Urmson,11,starter,,
1933/34,32,Gray,1,starter,,
1933/34,32,Platt,2,starter,,
1933/34,32,Dawson,3,starter,,
1933/34,32,Barton,4,starter,,
1933/34,32,Fishwick,5,starter,,
1933/34,32,Spencer R,6,starter,,
1933/34,32,Hunt,7,starter,,
1933/34,32,Glasper,8,starter,,
1933/34,32,Bell,9,starter,,
1933/34,32,Pennington,10,starter,,
1933/34,32,Urmson,11,starter,,
1933/34,33,Gray,1,starter,,
1933/34,33,Platt,2,starter,,
1933/34,33,Dawson,3,starter,,
1933/34,33,Barton,4,starter,,
1933/34,33,Thomas,5,starter,,
1933/34,33,Glasper,6,starter,,
1933/34,33,Hunt,7,starter,,
1933/34,33,Watts,8,starter,,
1933/34,33,Bell,9,starter,,
1933/34,33,Woodward,10,starter,,
1933/34,33,Urmson,11,starter,,
1933/34,34,Roper,1,starter,,
1933/34,34,Platt,2,starter,,
1933/34,34,Dawson,3,starter,,
1933/34,34,Meacock,4,starter,,
1933/34,34,Watson,5,starter,,
1933/34,34,Spencer R,6,starter,,
1933/34,34,Pearson,7,starter,,
1933/34,34,Woodward,8,starter,,
1933/34,34,Bell,9,starter,,
1933/34,34,Pennington,10,starter,,
1933/34,34,Urmson,11,starter,,
1933/34,35,Gray,1,starter,,
1933/34,35,Platt,2,starter,,
1933/34,35,Dawson,3,starter,,
1933/34,35,Barton,4,starter,,
1933/34,35,Watson,5,starter,,
1933/34,35,Spencer R,6,starter,,
1933/34,35,Pearson,7,starter,,
1933/34,35,Brown,8,starter,,
1933/34,35,Bell,9,starter,,
1933/34,35,Woodward,10,starter,,
1933/34,35,Urmson,11,starter,,
1933/34,36,Gray,1,starter,,
1933/34,36,Platt,2,starter,,
1933/34,36,Dawson,3,starter,,
1933/34,36,Barton,4,starter,,
1933/34,36,Fishwick,5,starter,,
1933/34,36,Glasper,6,starter,,
1933/34,36,Pearson,7,starter,,
1933/34,36,Brown,8,starter,,
1933/34,36,Bell,9,starter,,
1933/34,36,Woodward,10,starter,,
1933/34,36,Urmson,11,starter,,
1933/34,37,Gray,1,starter,,
1933/34,37,Platt,2,starter,,
1933/34,37,Dawson,3,starter,,
1933/34,37,Barton,4,starter,,
1933/34,37,Fishwick,5,starter,,
1933/34,37,Spencer R,6,starter,,
1933/34,37,Pearson,7,starter,,
1933/34,37,Brown,8,starter,,
1933/34,37,Bell,9,starter,,
1933/34,37,Woodward,10,starter,,
1933/34,37,Urmson,11,starter,,
1933/34,38,Gray,1,starter,,
1933/34,38,Platt,2,starter,,
1933/34,38,Dawson,3,starter,,
1933/34,38,Barton,4,starter,,
1933/34,38,Fishwick,5,starter,,
1933/34,38,Spencer R,6,starter,,
1933/34,38,Pearson,7,starter,,
1933/34,38,Brown,8,starter,,
1933/34,38,Bell,9,starter,,
1933/34,38,Woodward,10,starter,,
1933/34,38,Urmson,11,starter,,
1933/34,39,Gray,1,starter,,
1933/34,39,Platt,2,starter,,
1933/34,39,Dawson,3,starter,,
1933/34,39,Barton,4,starter,,
1933/34,39,Fishwick,5,starter,,
1933/34,39,Spencer R,6,starter,,
1933/34,39,Pearson,7,starter,,
1933/34,39,Brown,8,starter,,
1933/34,39,Bell,9,starter,,
1933/34,39,Woodward,10,starter,,
1933/34,39,Urmson,11,starter,,
1933/34,40,Gray,1,starter,,
1933/34,40,Platt,2,starter,,
1933/34,40,Warren,3,starter,,
1933/34,40,Barton,4,starter,,
1933/34,40,Meacock,5,starter,,
1933/34,40,Spencer R,6,starter,,
1933/34,40,Pearson,7,starter,,
1933/34,40,Brown,8,starter,,
1933/34,40,Bell,9,starter,,
1933/34,40,Woodward,10,starter,,
1933/34,40,Urmson,11,starter,,
1933/34,41,Gray,1,starter,,
1933/34,41,Platt,2,starter,,
1933/34,41,Dawson,3,starter,,
1933/34,41,Barton,4,starter,,
1933/34,41,Meacock,5,starter,,
1933/34,41,Spencer R,6,starter,,
1933/34,41,Pearson,7,starter,,
1933/34,41,Brown,8,starter,,
1933/34,41,Bell,9,starter,,
1933/34,41,Woodward,10,starter,,
1933/34,41,Urmson,11,starter,,
1933/34,42,Gray,1,starter,,
1933/34,42,Platt,2,starter,,
1933/34,42,Dawson,3,starter,,
1933/34,42,Barton,4,starter,,
1933/34,42,Meacock,5,starter,,
1933/34,42,Spencer R,6,starter,,
1933/34,42,Pearson,7,starter,,
1933/34,42,Brown,8,starter,,
1933/34,42,Bell,9,starter,,
1933/34,42,Woodward,10,starter,,
1933/34,42,Urmson,11,starter,,
1933/34,43,Gray,1,starter,,
1933/34,43,Platt,2,starter,,
1933/34,43,Dawson,3,starter,,
1933/34,43,Barton,4,starter,,
1933/34,43,Meacock,5,starter,,
1933/34,43,Spencer R,6,starter,,
1933/34,43,Tong,7,starter,,
1933/34,43,Brown,8,starter,,
1933/34,43,Bell,9,starter,,
1933/34,43,Woodward,10,starter,,
1933/34,43,Urmson,11,starter,,
1933/34,44,Gray,1,starter,,
1933/34,44,Platt,2,starter,,
1933/34,44,Dawson,3,starter,,
1933/34,44,Barton,4,starter,,
1933/34,44,Meacock,5,starter,,
1933/34,44,Spencer R,6,starter,,
1933/34,44,Tong,7,starter,,
1933/34,44,Brown,8,starter,,
1933/34,44,Bell,9,starter,,
1933/34,44,Watson,10,starter,,
1933/34,44,Urmson,11,starter,,
1933/34,45,Gray,1,starter,,
1933/34,45,Platt,2,starter,,
1933/34,45,Dawson,3,starter,,
1933/34,45,Barton,4,starter,,
1933/34,45,Meacock,5,starter,,
1933/34,45,Spencer R,6,starter,,
1933/34,45,Brown,7,starter,,
1933/34,45,Glasper,8,starter,,
1933/34,45,Bell,9,starter,,
1933/34,45,Urmson,10,starter,,
1933/34,45,Tong,11,starter,,
1933/34,46,Gray,1,starter,,
1933/34,46,Thomas,2,starter,,
1933/34,46,Platt,3,starter,,
1933/34,46,Barton,4,starter,,
1933/34,46,Meacock,5,starter,,
1933/34,46,Spencer R,6,starter,,
1933/34,46,Pearson,7,starter,,
1933/34,46,Brown,8,starter,,
1933/34,46,Bell,9,starter,,
1933/34,46,Glasper,10,starter,,
1933/34,46,Urmson,11,starter,,
1934/35,1,Gray,1,starter,,
1934/35,1,Platt,2,starter,,
1934/35,1,Dawson,3,starter,,
1934/35,1,Meacock,4,starter,,
1934/35,1,Newton,5,starter,,
1934/35,1,Spencer R,6,starter,,
1934/35,1,Baker,7,starter,,
1934/35,1,Woodward,8,starter,,
1934/35,1,Bell,9,starter,,
1934/35,1,MacDonald,10,starter,,
1934/35,1,Urmson,11,starter,,
1934/35,2,Gray,1,starter,,
1934/35,2,Platt,2,starter,,
1934/35,2,Dawson,3,starter,,
1934/35,2,Meacock,4,starter,,
1934/35,2,Newton,5,starter,,
1934/35,2,Spencer R,6,starter,,
1934/35,2,Baker,7,starter,,
1934/35,2,Woodward,8,starter,,
1934/35,2,Bell,9,starter,,
1934/35,2,MacDonald,10,starter,,
1934/35,2,Urmson,11,starter,,
1934/35,3,Gray,1,starter,,
1934/35,3,Dawson,2,starter,,
1934/35,3,Warren,3,starter,,
1934/35,3,Meacock,4,starter,,
1934/35,3,Newton,5,starter,,
1934/35,3,Spencer R,6,starter,,
1934/35,3,Baker,7,starter,,
1934/35,3,Woodward,8,starter,,
1934/35,3,Bell,9,starter,,
1934/35,3,MacDonald,10,starter,,
1934/35,3,Urmson,11,starter,,
1934/35,4,Gray,1,starter,,
1934/35,4,Dodd,2,starter,,
1934/35,4,Warren,3,starter,,
1934/35,4,Meacock,4,starter,,
1934/35,4,Newton,5,starter,,
1934/35,4,Spencer R,6,starter,,
1934/35,4,Baker,7,starter,,
1934/35,4,Woodward,8,starter,,
1934/35,4,Bell,9,starter,,
1934/35,4,MacDonald,10,starter,,
1934/35,4,Urmson,11,starter,,
1934/35,5,Gray,1,starter,,
1934/35,5,Platt,2,starter,,
1934/35,5,Dawson,3,starter,,
1934/35,5,Meacock,4,starter,,
1934/35,5,Newton,5,starter,,
1934/35,5,Spencer R,6,starter,,
1934/35,5,Baker,7,starter,,
1934/35,5,Woodward,8,starter,,
1934/35,5,Bell,9,starter,,
1934/35,5,MacDonald,10,starter,,
1934/35,5,Urmson,11,starter,,
1934/35,6,Gray,1,starter,,
1934/35,6,Dawson,2,starter,,
1934/35,6,Warren,3,starter,,
1934/35,6,Meacock,4,starter,,
1934/35,6,Newton,5,starter,,
1934/35,6,Barton,6,starter,,
1934/35,6,Baker,7,starter,,
1934/35,6,Woodward,8,starter,,
1934/35,6,Bell,9,starter,,
1934/35,6,MacDonald,10,starter,,
1934/35,6,Urmson,11,starter,,
1934/35,7,Gray,1,starter,,
1934/35,7,Dawson,2,starter,,
1934/35,7,Warren,3,starter,,
1934/35,7,Barton,4,starter,,
1934/35,7,Newton,5,starter,,
1934/35,7,Spencer R,6,starter,,
1934/35,7,Baker,7,starter,,
1934/35,7,Meacock,8,starter,,
1934/35,7,Woodward,9,starter,,
1934/35,7,MacDonald,10,starter,,
1934/35,7,Urmson,11,starter,,
1934/35,8,Gray,1,starter,,
1934/35,8,Platt,2,starter,,
1934/35,8,Dawson,3,starter,,
1934/35,8,Meacock,4,starter,,
1934/35,8,Newton,5,starter,,
1934/35,8,Spencer R,6,starter,,
1934/35,8,Baker,7,starter,,
1934/35,8,MacDonald,8,starter,,
1934/35,8,Bell,9,starter,,
1934/35,8,Woodward,10,starter,,
1934/35,8,Urmson,11,starter,,
1934/35,9,Gray,1,starter,,
1934/35,9,Platt,2,starter,,
1934/35,9,Dawson,3,starter,,
1934/35,9,Meacock,4,starter,,
1934/35,9,Newton,5,starter,,
1934/35,9,Spencer R,6,starter,,
1934/35,9,Baker,7,starter,,
1934/35,9,MacDonald,8,starter,,
1934/35,9,Brown,9,starter,,
1934/35,9,Woodward,10,starter,,
1934/35,9,Urmson,11,starter,,
1934/35,10,Gray,1,starter,,
1934/35,10,Platt,2,starter,,
1934/35,10,Dawson,3,starter,,
1934/35,10,Barton,4,starter,,
1934/35,10,Newton,5,starter,,
1934/35,10,Spencer R,6,starter,,
1934/35,10,Baker,7,starter,,
1934/35,10,MacDonald,8,starter,,
1934/35,10,Meacock,9,starter,,
1934/35,10,Woodward,10,starter,,
1934/35,10,Urmson,11,starter,,
1934/35,11,Gray,1,starter,,
1934/35,11,Platt,2,starter,,
1934/35,11,Dawson,3,starter,,
1934/35,11,Meacock,4,starter,,
1934/35,11,Newton,5,starter,,
1934/35,11,Spencer R,6,starter,,
1934/35,11,Baker,7,starter,,
1934/35,11,MacDonald,8,starter,,
1934/35,11,Burgin,9,starter,,
1934/35,11,Woodward,10,starter,,
1934/35,11,Urmson,11,starter,,
1934/35,12,Gray,1,starter,,
1934/35,12,Platt,2,starter,,
1934/35,12,Dawson,3,starter,,
1934/35,12,Meacock,4,starter,,
1934/35,12,Newton,5,starter,,
1934/35,12,Spencer R,6,starter,,
1934/35,12,Baker,7,starter,,
1934/35,12,MacDonald,8,starter,,
1934/35,12,Burgin,9,starter,,
1934/35,12,Woodward,10,starter,,
1934/35,12,Urmson,11,starter,,
1934/35,13,Gray,1,starter,,
1934/35,13,Platt,2,starter,,
1934/35,13,Dawson,3,starter,,
1934/35,13,Meacock,4,starter,,
1934/35,13,Newton,5,starter,,
1934/35,13,Spencer R,6,starter,,
1934/35,13,Baker,7,starter,,
1934/35,13,MacDonald,8,starter,,
1934/35,13,Burgin,9,starter,,
1934/35,13,Woodward,10,starter,,
1934/35,13,Urmson,11,starter,,
1934/35,14,Gray,1,starter,,
1934/35,14,Platt,2,starter,,
1934/35,14,Dawson,3,starter,,
1934/35,14,Meacock,4,starter,,
1934/35,14,Newton,5,starter,,
1934/35,14,Spencer R,6,starter,,
1934/35,14,Baker,7,starter,,
1934/35,14,MacDonald,8,starter,,
1934/35,14,Burgin,9,starter,,
1934/35,14,Woodward,10,starter,,
1934/35,14,Urmson,11,starter,,
1934/35,15,Gray,1,starter,,
1934/35,15,Platt,2,starter,,
1934/35,15,Dawson,3,starter,,
1934/35,15,Meacock,4,starter,,
1934/35,15,Newton,5,starter,,
1934/35,15,Spencer R,6,starter,,
1934/35,15,Baker,7,starter,,
1934/35,15,MacDonald,8,starter,,
1934/35,15,Bell,9,starter,,
1934/35,15,Woodward,10,starter,,
1934/35,15,Urmson,11,starter,,
1934/35,16,Gray,1,starter,,
1934/35,16,Platt,2,starter,,
1934/35,16,Dawson,3,starter,,
1934/35,16,Meacock,4,starter,,
1934/35,16,Newton,5,starter,,
1934/35,16,Spencer R,6,starter,,
1934/35,16,Baker,7,starter,,
1934/35,16,MacDonald,8,starter,,
1934/35,16,Bell,9,starter,,
1934/35,16,Woodward,10,starter,,
1934/35,16,Urmson,11,starter,,
1934/35,17,Gray,1,starter,,
1934/35,17,Platt,2,starter,,
1934/35,17,Dawson,3,starter,,
1934/35,17,Meacock,4,starter,,
1934/35,17,Newton,5,starter,,
1934/35,17,Spencer R,6,starter,,
1934/35,17,Baker,7,starter,,
1934/35,17,MacDonald,8,starter,,
1934/35,17,Burgin,9,starter,,
1934/35,17,Woodward,10,starter,,
1934/35,17,Urmson,11,starter,,
1934/35,18,Gray,1,starter,,
1934/35,18,Platt,2,starter,,
1934/35,18,Dawson,3,starter,,
1934/35,18,Meacock,4,starter,,
1934/35,18,Newton,5,starter,,
1934/35,18,Spencer R,6,starter,,
1934/35,18,Baker,7,starter,,
1934/35,18,MacDonald,8,starter,,
1934/35,18,Burgin,9,starter,,
1934/35,18,Chiverton,10,starter,,
1934/35,18,Urmson,11,starter,,
1934/35,19,Gray,1,starter,,
1934/35,19,Platt,2,starter,,
1934/35,19,Dawson,3,starter,,
1934/35,19,Meacock,4,starter,,
1934/35,19,Newton,5,starter,,
1934/35,19,Spencer R,6,starter,,
1934/35,19,Baker,7,starter,,
1934/35,19,MacDonald,8,starter,,
1934/35,19,Burgin,9,starter,,
1934/35,19,Chiverton,10,starter,,
1934/35,19,Urmson,11,starter,,
1934/35,20,Gray,1,starter,,
1934/35,20,Platt,2,starter,,
1934/35,20,Dawson,3,starter,,
1934/35,20,Meacock,4,starter,,
1934/35,20,Newton,5,starter,,
1934/35,20,Spencer R,6,starter,,
1934/35,20,Baker,7,starter,,
1934/35,20,MacDonald,8,starter,,
1934/35,20,Burgin,9,starter,,
1934/35,20,Woodward,10,starter,,
1934/35,20,Urmson,11,starter,,
1934/35,21,Gray,1,starter,,
1934/35,21,Platt,2,starter,,
1934/35,21,Dawson,3,starter,,
1934/35,21,Meacock,4,starter,,
1934/35,21,Newton,5,starter,,
1934/35,21,Spencer R,6,starter,,
1934/35,21,Heywood,7,starter,,
1934/35,21,MacDonald,8,starter,,
1934/35,21,Burgin,9,starter,,
1934/35,21,Woodward,10,starter,,
1934/35,21,Urmson,11,starter,,
1934/35,22,Gray,1,starter,,
1934/35,22,Platt,2,starter,,
1934/35,22,Dawson,3,starter,,
1934/35,22,Meacock,4,starter,,
1934/35,22,Newton,5,starter,,
1934/35,22,Spencer R,6,starter,,
1934/35,22,Heywood,7,starter,,
1934/35,22,MacDonald,8,starter,,
1934/35,22,Burgin,9,starter,,
1934/35,22,Woodward,10,starter,,
1934/35,22,Urmson,11,starter,,
1934/35,23,Gray,1,starter,,
1934/35,23,Platt,2,starter,,
1934/35,23,Warren,3,starter,,
1934/35,23,Meacock,4,starter,,
1934/35,23,Newton,5,starter,,
1934/35,23,Spencer R,6,starter,,
1934/35,23,Heywood,7,starter,,
1934/35,23,MacDonald,8,starter,,
1934/35,23,Burgin,9,starter,,
1934/35,23,Woodward,10,starter,,
1934/35,23,Urmson,11,starter,,
1934/35,24,Gray,1,starter,,
1934/35,24,Platt,2,starter,,
1934/35,24,Dawson,3,starter,,
1934/35,24,Meacock,4,starter,,
1934/35,24,Newton,5,starter,,
1934/35,24,Spencer R,6,starter,,
1934/35,24,Heywood,7,starter,,
1934/35,24,MacDonald,8,starter,,
1934/35,24,Burgin,9,starter,,
1934/35,24,Woodward,10,starter,,
1934/35,24,Urmson,11,starter,,
1934/35,25,Gray,1,starter,,
1934/35,25,Platt,2,starter,,
1934/35,25,Dawson,3,starter,,
1934/35,25,Meacock,4,starter,,
1934/35,25,Newton,5,starter,,
1934/35,25,Spencer R,6,starter,,
1934/35,25,Heywood,7,starter,,
1934/35,25,MacDonald,8,starter,,
1934/35,25,Burgin,9,starter,,
1934/35,25,Glasper,10,starter,,
1934/35,25,Urmson,11,starter,,
1934/35,26,Gray,1,starter,,
1934/35,26,Platt,2,starter,,
1934/35,26,Dawson,3,starter,,
1934/35,26,Meacock,4,starter,,
1934/35,26,Newton,5,starter,,
1934/35,26,Spencer R,6,starter,,
1934/35,26,Heywood,7,starter,,
1934/35,26,MacDonald,8,starter,,
1934/35,26,Burgin,9,starter,,
1934/35,26,Woodward,10,starter,,
1934/35,26,Urmson,11,starter,,
1934/35,27,Gray,1,starter,,
1934/35,27,Platt,2,starter,,
1934/35,27,Dawson,3,starter,,
1934/35,27,Meacock,4,starter,,
1934/35,27,Newton,5,starter,,
1934/35,27,Spencer R,6,starter,,
1934/35,27,Heywood,7,starter,,
1934/35,27,MacDonald,8,starter,,
1934/35,27,Burgin,9,starter,,
1934/35,27,Woodward,10,starter,,
1934/35,27,Urmson,11,starter,,
1934/35,28,Gray,1,starter,,
1934/35,28,Platt,2,starter,,
1934/35,28,Warren,3,starter,,
1934/35,28,Meacock,4,starter,,
1934/35,28,Newton,5,starter,,
1934/35,28,Spencer R,6,starter,,
1934/35,28,Glasper,7,starter,,
1934/35,28,MacDonald,8,starter,,
1934/35,28,Burgin,9,starter,,
1934/35,28,Woodward,10,starter,,
1934/35,28,Urmson,11,starter,,
1934/35,29,Gray,1,starter,,
1934/35,29,Dodd,2,starter,,
1934/35,29,Platt,3,starter,,
1934/35,29,Meacock,4,starter,,
1934/35,29,Newton,5,starter,,
1934/35,29,Spencer R,6,starter,,
1934/35,29,Heywood,7,starter,,
1934/35,29,MacDonald,8,starter,,
1934/35,29,Bell,9,starter,,
1934/35,29,Burgin,10,starter,,
1934/35,29,Urmson,11,starter,,
1934/35,30,Gray,1,starter,,
1934/35,30,Platt,2,starter,,
1934/35,30,Dawson,3,starter,,
1934/35,30,Meacock,4,starter,,
1934/35,30,Newton,5,starter,,
1934/35,30,Spencer R,6,starter,,
1934/35,30,Glasper,7,starter,,
1934/35,30,MacDonald,8,starter,,
1934/35,30,Burgin,9,starter,,
1934/35,30,Woodward,10,starter,,
1934/35,30,Urmson,11,starter,,
1934/35,31,Gray,1,starter,,
1934/35,31,Dodd,2,starter,,
1934/35,31,Platt,3,starter,,
1934/35,31,Meacock,4,starter,,
1934/35,31,Newton,5,starter,,
1934/35,31,Spencer R,6,starter,,
1934/35,31,Glasper,7,starter,,
1934/35,31,MacDonald,8,starter,,
1934/35,31,Burgin,9,starter,,
1934/35,31,Curtis,10,starter,,
1934/35,31,Urmson,11,starter,,
1934/35,32,Gray,1,starter,,
1934/35,32,Platt,2,starter,,
1934/35,32,Dawson,3,starter,,
1934/35,32,Meacock,4,starter,,
1934/35,32,Newton,5,starter,,
1934/35,32,Spencer R,6,starter,,
1934/35,32,Glasper,7,starter,,
1934/35,32,MacDonald,8,starter,,
1934/35,32,Burgin,9,starter,,
1934/35,32,Curtis,10,starter,,
1934/35,32,Urmson,11,starter,,
1934/35,33,Gray,1,starter,,
1934/35,33,Platt,2,starter,,
1934/35,33,Dawson,3,starter,,
1934/35,33,Barton,4,starter,,
1934/35,33,Newton,5,starter,,
1934/35,33,Spencer R,6,starter,,
1934/35,33,Heywood,7,starter,,
1934/35,33,MacDonald,8,starter,,
1934/35,33,Burgin,9,starter,,
1934/35,33,Curtis,10,starter,,
1934/35,33,Urmson,11,starter,,
1934/35,34,Gray,1,starter,,
1934/35,34,Platt,2,starter,,
1934/35,34,Dawson,3,starter,,
1934/35,34,Meacock,4,starter,,
1934/35,34,Newton,5,starter,,
1934/35,34,Spencer R,6,starter,,
1934/35,34,Glasper,7,starter,,
1934/35,34,MacDonald,8,starter,,
1934/35,34,Burgin,9,starter,,
1934/35,34,Woodward,10,starter,,
1934/35,34,Curtis,11,starter,,
1934/35,35,Gray,1,starter,,
1934/35,35,Platt,2,starter,,
1934/35,35,Dawson,3,starter,,
1934/35,35,Meacock,4,starter,,
1934/35,35,Newton,5,starter,,
1934/35,35,Spencer R,6,starter,,
1934/35,35,Eden,7,starter,,
1934/35,35,MacDonald,8,starter,,
1934/35,35,Burgin,9,starter,,
1934/35,35,Woodward,10,starter,,
1934/35,35,Urmson,11,starter,,
1934/35,36,Gray,1,starter,,
1934/35,36,Platt,2,starter,,
1934/35,36,Dawson,3,starter,,
1934/35,36,Barton,4,starter,,
1934/35,36,Newton,5,starter,,
1934/35,36,Spencer R,6,starter,,
1934/35,36,Eden,7,starter,,
1934/35,36,MacDonald,8,starter,,
1934/35,36,Burgin,9,starter,,
1934/35,36,Woodward,10,starter,,
1934/35,36,Glasper,11,starter,,
1934/35,37,Gray,1,starter,,
1934/35,37,Platt,2,starter,,
1934/35,37,Dawson,3,starter,,
1934/35,37,Curtis,4,starter,,
1934/35,37,Newton,5,starter,,
1934/35,37,Spencer R,6,starter,,
1934/35,37,Eden,7,starter,,
1934/35,37,MacDonald,8,starter,,
1934/35,37,Burgin,9,starter,,
1934/35,37,Woodward,10,starter,,
1934/35,37,Glasper,11,starter,,
1934/35,38,Gray,1,starter,,
1934/35,38,Platt,2,starter,,
1934/35,38,Dawson,3,starter,,
1934/35,38,Curtis,4,starter,,
1934/35,38,Major,5,starter,,
1934/35,38,Spencer R,6,starter,,
1934/35,38,Eden,7,starter,,
1934/35,38,MacDonald,8,starter,,
1934/35,38,Burgin,9,starter,,
1934/35,38,Woodward,10,starter,,
1934/35,38,Urmson,11,starter,,
1934/35,39,Gray,1,starter,,
1934/35,39,Platt,2,starter,,
1934/35,39,Dawson,3,starter,,
1934/35,39,Curtis,4,starter,,
1934/35,39,Newton,5,starter,,
1934/35,39,Spencer R,6,starter,,
1934/35,39,Eden,7,starter,,
1934/35,39,Meacock,8,starter,,
1934/35,39,Burgin,9,starter,,
1934/35,39,MacDonald,10,starter,,
1934/35,39,Urmson,11,starter,,
1934/35,40,Roper,1,starter,,
1934/35,40,Platt,2,starter,,
1934/35,40,Dawson,3,starter,,
1934/35,40,Major,4,starter,,
1934/35,40,Newton,5,starter,,
1934/35,40,Curtis,6,starter,,
1934/35,40,Eden,7,starter,,
1934/35,40,Meacock,8,starter,,
1934/35,40,Burgin,9,starter,,
1934/35,40,MacDonald,10,starter,,
1934/35,40,Urmson,11,starter,,
1934/35,41,Gray,1,starter,,
1934/35,41,Platt,2,starter,,
1934/35,41,Dawson,3,starter,,
1934/35,41,Curtis,4,starter,,
1934/35,41,Newton,5,starter,,
1934/35,41,Spencer R,6,starter,,
1934/35,41,Eden,7,starter,,
1934/35,41,MacDonald,8,starter,,
1934/35,41,Burgin,9,starter,,
1934/35,41,Woodward,10,starter,,
1934/35,41,Urmson,11,starter,,
1934/35,42,Gray,1,starter,,
1934/35,42,Platt,2,starter,,
1934/35,42,Dawson,3,starter,,
1934/35,42,Curtis,4,starter,,
1934/35,42,Newton,5,starter,,
1934/35,42,Spencer R,6,starter,,
1934/35,42,Eden,7,starter,,
1934/35,42,MacDonald,8,starter,,
1934/35,42,Burgin,9,starter,,
1934/35,42,Woodward,10,starter,,
1934/35,42,Urmson,11,starter,,
1934/35,43,Gray,1,starter,,
1934/35,43,Platt,2,starter,,
1934/35,43,Dawson,3,starter,,
1934/35,43,Curtis,4,starter,,
1934/35,43,Newton,5,starter,,
1934/35,43,Spencer R,6,starter,,
1934/35,43,Baker,7,starter,,
1934/35,43,MacDonald,8,starter,,
1934/35,43,Burgin,9,starter,,
1934/35,43,Woodward,10,starter,,
1934/35,43,Eden,11,starter,,
1934/35,44,Gray,1,starter,,
1934/35,44,Platt,2,starter,,
1934/35,44,Dawson,3,starter,,
1934/35,44,Curtis,4,starter,,
1934/35,44,Newton,5,starter,,
1934/35,44,Spencer R,6,starter,,
1934/35,44,Eden,7,starter,,
1934/35,44,MacDonald,8,starter,,
1934/35,44,Burgin,9,starter,,
1934/35,44,Woodward,10,starter,,
1934/35,44,Urmson,11,starter,,
1935/36,1,Gray,1,starter,,
1935/36,1,Platt,2,starter,,
1935/36,1,Fairhurst,3,starter,,
1935/36,1,McLaren,4,starter,,
1935/36,1,Newton,5,starter,,
1935/36,1,Hopkinson,6,starter,,
1935/36,1,Eden,7,starter,,
1935/36,1,MacDonald,8,starter,,
1935/36,1,Ridding,9,starter,,
1935/36,1,Woodward,10,starter,,
1935/36,1,Urmson,11,starter,,
1935/36,2,Gray,1,starter,,
1935/36,2,Platt,2,starter,,
1935/36,2,Fairhurst,3,starter,,
1935/36,2,McLaren,4,starter,,
1935/36,2,Newton,5,starter,,
1935/36,2,Hopkinson,6,starter,,
1935/36,2,Eden,7,starter,,
1935/36,2,MacDonald,8,starter,,
1935/36,2,Bell,9,starter,,
1935/36,2,Woodward,10,starter,,
1935/36,2,Urmson,11,starter,,
1935/36,3,Gray,1,starter,,
1935/36,3,Platt,2,starter,,
1935/36,3,Fairhurst,3,starter,,
1935/36,3,Curtis,4,starter,,
1935/36,3,McLaren,5,starter,,
1935/36,3,Hopkinson,6,starter,,
1935/36,3,Eden,7,starter,,
1935/36,3,MacDonald,8,starter,,
1935/36,3,Bell,9,starter,,
1935/36,3,Woodward,10,starter,,
1935/36,3,Urmson,11,starter,,
1935/36,4,Gray,1,starter,,
1935/36,4,Platt,2,starter,,
1935/36,4,Fairhurst,3,starter,,
1935/36,4,Curtis,4,starter,,
1935/36,4,McLaren,5,starter,,
1935/36,4,Hopkinson,6,starter,,
1935/36,4,Eden,7,starter,,
1935/36,4,MacDonald,8,starter,,
1935/36,4,Bell,9,starter,,
1935/36,4,Woodward,10,starter,,
1935/36,4,Urmson,11,starter,,
1935/36,5,Gray,1,starter,,
1935/36,5,Platt,2,starter,,
1935/36,5,Fairhurst,3,starter,,
1935/36,5,Curtis,4,starter,,
1935/36,5,McLaren,5,starter,,
1935/36,5,Hopkinson,6,starter,,
1935/36,5,Eden,7,starter,,
1935/36,5,MacDonald,8,starter,,
1935/36,5,Bell,9,starter,,
1935/36,5,Woodward,10,starter,,
1935/36,5,Urmson,11,starter,,
1935/36,6,Gray,1,starter,,
1935/36,6,Platt,2,starter,,
1935/36,6,Fairhurst,3,starter,,
